"Description" "data" "N_anul_lotow"
"Southwest Airlines Co." 1996-02-15 35
"Southwest Airlines Co." 1996-02-12 67
"Southwest Airlines Co." 1996-02-07 44
"Southwest Airlines Co." 1996-02-16 21
"Southwest Airlines Co." 1996-02-01 35
"Southwest Airlines Co." 1996-02-10 9
"Southwest Airlines Co." 1996-02-06 73
"Southwest Airlines Co." 1996-02-09 24
"Southwest Airlines Co." 1996-02-14 51
"Southwest Airlines Co." 1996-02-08 41
"Southwest Airlines Co." 1996-02-03 63
"Southwest Airlines Co." 1996-02-13 52
"Southwest Airlines Co." 1996-02-05 40
"Southwest Airlines Co." 1996-02-22 43
"Southwest Airlines Co." 1996-02-02 51
"Southwest Airlines Co." 1996-02-04 38
"Southwest Airlines Co." 1996-02-27 36
"Southwest Airlines Co." 1996-02-18 6
"Southwest Airlines Co." 1996-02-19 13
"Southwest Airlines Co." 1996-02-25 8
"Southwest Airlines Co." 1996-02-11 14
"Southwest Airlines Co." 1996-02-24 7
"Southwest Airlines Co." 1996-02-17 1
"Southwest Airlines Co." 1996-03-05 54
"Southwest Airlines Co." 1996-03-01 15
"Southwest Airlines Co." 1996-03-04 33
"Southwest Airlines Co." 1996-03-06 58
"Southwest Airlines Co." 1996-03-18 38
"Southwest Airlines Co." 1996-03-12 39
"Southwest Airlines Co." 1996-03-19 41
"Southwest Airlines Co." 1996-03-20 41
"Southwest Airlines Co." 1996-03-26 3
"Southwest Airlines Co." 1996-03-02 13
"Southwest Airlines Co." 1996-03-13 43
"Southwest Airlines Co." 1996-03-07 14
"Southwest Airlines Co." 1996-03-21 22
"Southwest Airlines Co." 1996-03-27 22
"Southwest Airlines Co." 1996-03-28 36
"Southwest Airlines Co." 1996-03-11 30
"Southwest Airlines Co." 1996-03-22 5
"Southwest Airlines Co." 1996-03-14 16
"Southwest Airlines Co." 1996-03-25 14
"Southwest Airlines Co." 1996-03-03 18
"Southwest Airlines Co." 1996-03-30 8
"Southwest Airlines Co." 1996-03-09 4
"Southwest Airlines Co." 1996-03-10 4
"Southwest Airlines Co." 1996-03-08 4
"Southwest Airlines Co." 1996-03-29 8
"Southwest Airlines Co." 1996-03-23 2
"Southwest Airlines Co." 1996-03-24 5
"Southwest Airlines Co." 1996-03-17 1
"Southwest Airlines Co." 1996-03-15 3
"Southwest Airlines Co." 1996-03-31 1
"Southwest Airlines Co." 1996-04-30 33
"Southwest Airlines Co." 1996-04-06 12
"Southwest Airlines Co." 1996-04-29 28
"Southwest Airlines Co." 1996-04-01 23
"Southwest Airlines Co." 1996-04-05 6
"Southwest Airlines Co." 1996-04-07 14
"Southwest Airlines Co." 1996-04-03 12
"Southwest Airlines Co." 1996-04-16 35
"Southwest Airlines Co." 1996-04-02 19
"Southwest Airlines Co." 1996-04-24 22
"Southwest Airlines Co." 1996-04-15 33
"Southwest Airlines Co." 1996-04-18 22
"Southwest Airlines Co." 1996-04-20 17
"Southwest Airlines Co." 1996-04-25 22
"Southwest Airlines Co." 1996-04-08 9
"Southwest Airlines Co." 1996-04-22 68
"Southwest Airlines Co." 1996-04-10 19
"Southwest Airlines Co." 1996-04-04 9
"Southwest Airlines Co." 1996-04-09 21
"Southwest Airlines Co." 1996-04-17 26
"Southwest Airlines Co." 1996-04-27 8
"Southwest Airlines Co." 1996-04-23 19
"Southwest Airlines Co." 1996-04-28 8
"Southwest Airlines Co." 1996-04-11 11
"Southwest Airlines Co." 1996-04-26 4
"Southwest Airlines Co." 1996-04-14 4
"Southwest Airlines Co." 1996-04-19 5
"Southwest Airlines Co." 1996-04-12 2
"Southwest Airlines Co." 1996-04-13 2
"Southwest Airlines Co." 1996-05-17 24
"Southwest Airlines Co." 1996-05-21 51
"Southwest Airlines Co." 1996-05-07 15
"Southwest Airlines Co." 1996-05-01 43
"Southwest Airlines Co." 1996-05-06 47
"Southwest Airlines Co." 1996-05-08 33
"Southwest Airlines Co." 1996-05-15 26
"Southwest Airlines Co." 1996-05-28 14
"Southwest Airlines Co." 1996-05-26 4
"Southwest Airlines Co." 1996-05-13 30
"Southwest Airlines Co." 1996-05-02 11
"Southwest Airlines Co." 1996-05-12 8
"Southwest Airlines Co." 1996-05-22 25
"Southwest Airlines Co." 1996-05-23 12
"Southwest Airlines Co." 1996-05-29 26
"Southwest Airlines Co." 1996-05-30 22
"Southwest Airlines Co." 1996-05-14 26
"Southwest Airlines Co." 1996-05-25 5
"Southwest Airlines Co." 1996-05-20 14
"Southwest Airlines Co." 1996-05-31 4
"Southwest Airlines Co." 1996-05-16 38
"Southwest Airlines Co." 1996-05-09 26
"Southwest Airlines Co." 1996-05-04 12
"Southwest Airlines Co." 1996-05-11 10
"Southwest Airlines Co." 1996-05-10 5
"Southwest Airlines Co." 1996-05-18 8
"Southwest Airlines Co." 1996-05-05 10
"Southwest Airlines Co." 1996-05-03 5
"Southwest Airlines Co." 1996-05-19 1
"Southwest Airlines Co." 1996-06-08 5
"Southwest Airlines Co." 1996-06-20 25
"Southwest Airlines Co." 1996-06-24 41
"Southwest Airlines Co." 1996-06-28 6
"Southwest Airlines Co." 1996-06-01 35
"Southwest Airlines Co." 1996-06-03 25
"Southwest Airlines Co." 1996-06-04 28
"Southwest Airlines Co." 1996-06-05 35
"Southwest Airlines Co." 1996-06-18 39
"Southwest Airlines Co." 1996-06-19 49
"Southwest Airlines Co." 1996-06-29 10
"Southwest Airlines Co." 1996-06-27 24
"Southwest Airlines Co." 1996-06-23 12
"Southwest Airlines Co." 1996-06-30 6
"Southwest Airlines Co." 1996-06-25 35
"Southwest Airlines Co." 1996-06-21 15
"Southwest Airlines Co." 1996-06-10 48
"Southwest Airlines Co." 1996-06-11 38
"Southwest Airlines Co." 1996-06-15 11
"Southwest Airlines Co." 1996-06-17 20
"Southwest Airlines Co." 1996-06-22 12
"Southwest Airlines Co." 1996-06-13 14
"Southwest Airlines Co." 1996-06-06 17
"Southwest Airlines Co." 1996-06-12 21
"Southwest Airlines Co." 1996-06-26 42
"Southwest Airlines Co." 1996-06-09 11
"Southwest Airlines Co." 1996-06-07 6
"Southwest Airlines Co." 1996-06-02 2
"Southwest Airlines Co." 1996-06-14 5
"Southwest Airlines Co." 1996-06-16 2
"Southwest Airlines Co." 1996-07-09 31
"Southwest Airlines Co." 1996-07-27 19
"Southwest Airlines Co." 1996-07-01 36
"Southwest Airlines Co." 1996-07-02 34
"Southwest Airlines Co." 1996-07-29 26
"Southwest Airlines Co." 1996-07-14 10
"Southwest Airlines Co." 1996-07-31 25
"Southwest Airlines Co." 1996-07-08 25
"Southwest Airlines Co." 1996-07-17 44
"Southwest Airlines Co." 1996-07-23 38
"Southwest Airlines Co." 1996-07-24 29
"Southwest Airlines Co." 1996-07-28 25
"Southwest Airlines Co." 1996-07-18 24
"Southwest Airlines Co." 1996-07-13 21
"Southwest Airlines Co." 1996-07-10 34
"Southwest Airlines Co." 1996-07-20 19
"Southwest Airlines Co." 1996-07-26 15
"Southwest Airlines Co." 1996-07-15 24
"Southwest Airlines Co." 1996-07-16 30
"Southwest Airlines Co." 1996-07-11 29
"Southwest Airlines Co." 1996-07-12 9
"Southwest Airlines Co." 1996-07-25 28
"Southwest Airlines Co." 1996-07-06 6
"Southwest Airlines Co." 1996-07-21 14
"Southwest Airlines Co." 1996-07-04 2
"Southwest Airlines Co." 1996-07-19 11
"Southwest Airlines Co." 1996-07-22 24
"Southwest Airlines Co." 1996-07-30 14
"Southwest Airlines Co." 1996-08-09 4
"Southwest Airlines Co." 1996-08-07 16
"Southwest Airlines Co." 1996-08-31 7
"Southwest Airlines Co." 1996-08-13 28
"Southwest Airlines Co." 1996-08-01 36
"Southwest Airlines Co." 1996-08-02 10
"Southwest Airlines Co." 1996-08-03 9
"Southwest Airlines Co." 1996-08-06 17
"Southwest Airlines Co." 1996-08-27 16
"Southwest Airlines Co." 1996-08-20 47
"Southwest Airlines Co." 1996-08-19 28
"Southwest Airlines Co." 1996-08-29 25
"Southwest Airlines Co." 1996-08-10 13
"Southwest Airlines Co." 1996-08-12 42
"Southwest Airlines Co." 1996-08-15 7
"Southwest Airlines Co." 1996-08-22 17
"Southwest Airlines Co." 1996-08-16 10
"Southwest Airlines Co." 1996-08-24 7
"Southwest Airlines Co." 1996-08-05 28
"Southwest Airlines Co." 1996-08-14 25
"Southwest Airlines Co." 1996-08-17 9
"Southwest Airlines Co." 1996-08-08 23
"Southwest Airlines Co." 1996-08-11 10
"Southwest Airlines Co." 1996-08-21 24
"Southwest Airlines Co." 1996-08-18 16
"Southwest Airlines Co." 1996-08-26 19
"Southwest Airlines Co." 1996-08-30 6
"Southwest Airlines Co." 1996-08-04 12
"Southwest Airlines Co." 1996-08-23 4
"Southwest Airlines Co." 1996-08-25 6
"Southwest Airlines Co." 1996-08-28 3
"Southwest Airlines Co." 1996-09-05 29
"Southwest Airlines Co." 1996-09-20 6
"Southwest Airlines Co." 1996-09-09 28
"Southwest Airlines Co." 1996-09-30 52
"Southwest Airlines Co." 1996-09-26 35
"Southwest Airlines Co." 1996-09-19 16
"Southwest Airlines Co." 1996-09-10 47
"Southwest Airlines Co." 1996-09-18 26
"Southwest Airlines Co." 1996-09-24 54
"Southwest Airlines Co." 1996-09-11 50
"Southwest Airlines Co." 1996-09-07 10
"Southwest Airlines Co." 1996-09-12 10
"Southwest Airlines Co." 1996-09-23 38
"Southwest Airlines Co." 1996-09-14 10
"Southwest Airlines Co." 1996-09-03 12
"Southwest Airlines Co." 1996-09-04 20
"Southwest Airlines Co." 1996-09-25 35
"Southwest Airlines Co." 1996-09-16 24
"Southwest Airlines Co." 1996-09-21 12
"Southwest Airlines Co." 1996-09-17 19
"Southwest Airlines Co." 1996-09-29 10
"Southwest Airlines Co." 1996-09-15 12
"Southwest Airlines Co." 1996-09-22 6
"Southwest Airlines Co." 1996-09-28 6
"Southwest Airlines Co." 1996-09-27 3
"Southwest Airlines Co." 1996-09-13 9
"Southwest Airlines Co." 1996-09-08 3
"Southwest Airlines Co." 1996-10-09 16
"Southwest Airlines Co." 1996-10-29 54
"Southwest Airlines Co." 1996-10-30 31
"Southwest Airlines Co." 1996-10-05 17
"Southwest Airlines Co." 1996-10-15 30
"Southwest Airlines Co." 1996-10-22 60
"Southwest Airlines Co." 1996-10-24 22
"Southwest Airlines Co." 1996-10-07 41
"Southwest Airlines Co." 1996-10-16 22
"Southwest Airlines Co." 1996-10-02 44
"Southwest Airlines Co." 1996-10-23 51
"Southwest Airlines Co." 1996-10-17 28
"Southwest Airlines Co." 1996-10-01 41
"Southwest Airlines Co." 1996-10-10 34
"Southwest Airlines Co." 1996-10-11 14
"Southwest Airlines Co." 1996-10-14 23
"Southwest Airlines Co." 1996-10-21 64
"Southwest Airlines Co." 1996-10-08 54
"Southwest Airlines Co." 1996-10-28 18
"Southwest Airlines Co." 1996-10-26 5
"Southwest Airlines Co." 1996-10-03 23
"Southwest Airlines Co." 1996-10-04 11
"Southwest Airlines Co." 1996-10-31 19
"Southwest Airlines Co." 1996-10-12 8
"Southwest Airlines Co." 1996-10-06 2
"Southwest Airlines Co." 1996-10-19 4
"Southwest Airlines Co." 1996-10-25 20
"Southwest Airlines Co." 1996-10-20 1
"Southwest Airlines Co." 1996-10-27 3
"Southwest Airlines Co." 1996-10-18 4
"Southwest Airlines Co." 1996-11-18 27
"Southwest Airlines Co." 1996-11-13 106
"Southwest Airlines Co." 1996-11-03 8
"Southwest Airlines Co." 1996-11-06 52
"Southwest Airlines Co." 1996-11-08 21
"Southwest Airlines Co." 1996-11-19 111
"Southwest Airlines Co." 1996-11-01 26
"Southwest Airlines Co." 1996-11-11 31
"Southwest Airlines Co." 1996-11-25 47
"Southwest Airlines Co." 1996-11-02 19
"Southwest Airlines Co." 1996-11-09 21
"Southwest Airlines Co." 1996-11-23 18
"Southwest Airlines Co." 1996-11-28 3
"Southwest Airlines Co." 1996-11-27 5
"Southwest Airlines Co." 1996-11-21 50
"Southwest Airlines Co." 1996-11-20 57
"Southwest Airlines Co." 1996-11-04 17
"Southwest Airlines Co." 1996-11-14 25
"Southwest Airlines Co." 1996-11-10 21
"Southwest Airlines Co." 1996-11-16 18
"Southwest Airlines Co." 1996-11-05 54
"Southwest Airlines Co." 1996-11-07 34
"Southwest Airlines Co." 1996-11-12 48
"Southwest Airlines Co." 1996-11-15 10
"Southwest Airlines Co." 1996-11-17 13
"Southwest Airlines Co." 1996-11-24 23
"Southwest Airlines Co." 1996-11-22 13
"Southwest Airlines Co." 1996-12-09 60
"Southwest Airlines Co." 1996-12-10 50
"Southwest Airlines Co." 1996-12-17 39
"Southwest Airlines Co." 1996-12-03 20
"Southwest Airlines Co." 1996-12-19 36
"Southwest Airlines Co." 1996-12-20 18
"Southwest Airlines Co." 1996-12-05 59
"Southwest Airlines Co." 1996-12-04 33
"Southwest Airlines Co." 1996-12-23 19
"Southwest Airlines Co." 1996-12-12 73
"Southwest Airlines Co." 1996-12-06 39
"Southwest Airlines Co." 1996-12-14 49
"Southwest Airlines Co." 1996-12-11 64
"Southwest Airlines Co." 1996-12-16 59
"Southwest Airlines Co." 1996-12-27 37
"Southwest Airlines Co." 1996-12-13 25
"Southwest Airlines Co." 1996-12-26 30
"Southwest Airlines Co." 1996-12-07 22
"Southwest Airlines Co." 1996-12-18 37
"Southwest Airlines Co." 1996-12-08 28
"Southwest Airlines Co." 1996-12-30 62
"Southwest Airlines Co." 1996-12-21 42
"Southwest Airlines Co." 1996-12-15 22
"Southwest Airlines Co." 1996-12-29 20
"Southwest Airlines Co." 1996-12-28 17
"Southwest Airlines Co." 1996-12-22 14
"Southwest Airlines Co." 1996-12-02 5
"Southwest Airlines Co." 1996-12-31 7
"Southwest Airlines Co." 1996-12-24 1
"American Airlines Inc." 1997-01-05 36
"American Airlines Inc." 1997-01-06 157
"American Airlines Inc." 1997-01-07 147
"American Airlines Inc." 1997-01-08 351
"American Airlines Inc." 1997-01-11 83
"American Airlines Inc." 1997-01-13 491
"American Airlines Inc." 1997-01-14 306
"American Airlines Inc." 1997-01-21 84
"American Airlines Inc." 1997-01-09 301
"American Airlines Inc." 1997-01-15 240
"American Airlines Inc." 1997-01-24 154
"American Airlines Inc." 1997-01-27 95
"American Airlines Inc." 1997-01-12 169
"American Airlines Inc." 1997-01-26 147
"American Airlines Inc." 1997-01-30 56
"American Airlines Inc." 1997-01-19 25
"American Airlines Inc." 1997-01-28 65
"American Airlines Inc." 1997-01-16 197
"American Airlines Inc." 1997-01-02 22
"American Airlines Inc." 1997-01-03 28
"American Airlines Inc." 1997-01-23 51
"American Airlines Inc." 1997-01-01 34
"American Airlines Inc." 1997-01-10 65
"American Airlines Inc." 1997-01-17 41
"American Airlines Inc." 1997-01-22 51
"American Airlines Inc." 1997-01-20 65
"American Airlines Inc." 1997-01-25 47
"American Airlines Inc." 1997-01-31 30
"American Airlines Inc." 1997-01-18 20
"American Airlines Inc." 1997-01-04 24
"American Airlines Inc." 1997-01-29 41
"American Airlines Inc." 1997-02-17 20
"American Airlines Inc." 1997-02-08 36
"American Airlines Inc." 1997-02-01 18
"American Airlines Inc." 1997-02-21 225
"American Airlines Inc." 1997-02-05 30
"American Airlines Inc." 1997-02-15 37
"American Airlines Inc." 1997-02-10 51
"American Airlines Inc." 1997-02-03 39
"American Airlines Inc." 1997-02-07 44
"American Airlines Inc." 1997-02-14 75
"American Airlines Inc." 1997-02-18 50
"American Airlines Inc." 1997-02-22 56
"American Airlines Inc." 1997-02-20 72
"American Airlines Inc." 1997-02-27 38
"American Airlines Inc." 1997-02-19 61
"American Airlines Inc." 1997-02-12 35
"American Airlines Inc." 1997-02-13 42
"American Airlines Inc." 1997-02-24 36
"American Airlines Inc." 1997-02-26 84
"American Airlines Inc." 1997-02-25 39
"American Airlines Inc." 1997-02-04 40
"American Airlines Inc." 1997-02-09 20
"American Airlines Inc." 1997-02-06 36
"American Airlines Inc." 1997-02-23 30
"American Airlines Inc." 1997-02-02 24
"American Airlines Inc." 1997-02-16 21
"American Airlines Inc." 1997-02-11 21
"American Airlines Inc." 1997-02-28 33
"American Airlines Inc." 1997-03-07 27
"American Airlines Inc." 1997-03-31 100
"American Airlines Inc." 1997-03-04 46
"American Airlines Inc." 1997-03-19 19
"American Airlines Inc." 1997-03-02 29
"American Airlines Inc." 1997-03-05 25
"American Airlines Inc." 1997-03-10 37
"American Airlines Inc." 1997-03-12 40
"American Airlines Inc." 1997-03-14 43
"American Airlines Inc." 1997-03-25 46
"American Airlines Inc." 1997-03-29 19
"American Airlines Inc." 1997-03-13 38
"American Airlines Inc." 1997-03-11 30
"American Airlines Inc." 1997-03-09 8
"American Airlines Inc." 1997-03-22 5
"American Airlines Inc." 1997-03-30 38
"American Airlines Inc." 1997-03-18 25
"American Airlines Inc." 1997-03-15 9
"American Airlines Inc." 1997-03-24 19
"American Airlines Inc." 1997-03-28 15
"American Airlines Inc." 1997-03-01 30
"American Airlines Inc." 1997-03-08 5
"American Airlines Inc." 1997-03-06 36
"American Airlines Inc." 1997-03-26 33
"American Airlines Inc." 1997-03-03 46
"American Airlines Inc." 1997-03-20 15
"American Airlines Inc." 1997-03-21 7
"American Airlines Inc." 1997-03-27 19
"American Airlines Inc." 1997-03-17 20
"American Airlines Inc." 1997-03-16 5
"American Airlines Inc." 1997-03-23 3
"American Airlines Inc." 1997-04-04 27
"American Airlines Inc." 1997-04-10 24
"American Airlines Inc." 1997-04-15 30
"American Airlines Inc." 1997-04-27 18
"American Airlines Inc." 1997-04-14 24
"American Airlines Inc." 1997-04-11 64
"American Airlines Inc." 1997-04-23 31
"American Airlines Inc." 1997-04-22 35
"American Airlines Inc." 1997-04-01 134
"American Airlines Inc." 1997-04-25 81
"American Airlines Inc." 1997-04-21 43
"American Airlines Inc." 1997-04-26 37
"American Airlines Inc." 1997-04-29 26
"American Airlines Inc." 1997-04-19 7
"American Airlines Inc." 1997-04-30 60
"American Airlines Inc." 1997-04-17 20
"American Airlines Inc." 1997-04-07 31
"American Airlines Inc." 1997-04-18 18
"American Airlines Inc." 1997-04-20 23
"American Airlines Inc." 1997-04-28 34
"American Airlines Inc." 1997-04-03 16
"American Airlines Inc." 1997-04-09 23
"American Airlines Inc." 1997-04-02 35
"American Airlines Inc." 1997-04-08 27
"American Airlines Inc." 1997-04-12 18
"American Airlines Inc." 1997-04-06 26
"American Airlines Inc." 1997-04-16 28
"American Airlines Inc." 1997-04-24 38
"American Airlines Inc." 1997-04-13 10
"American Airlines Inc." 1997-04-05 7
"American Airlines Inc." 1997-05-06 45
"American Airlines Inc." 1997-05-15 41
"American Airlines Inc." 1997-05-18 25
"American Airlines Inc." 1997-05-30 35
"American Airlines Inc." 1997-05-05 23
"American Airlines Inc." 1997-05-20 41
"American Airlines Inc." 1997-05-29 28
"American Airlines Inc." 1997-05-09 14
"American Airlines Inc." 1997-05-07 26
"American Airlines Inc." 1997-05-02 36
"American Airlines Inc." 1997-05-14 19
"American Airlines Inc." 1997-05-19 53
"American Airlines Inc." 1997-05-27 11
"American Airlines Inc." 1997-05-10 20
"American Airlines Inc." 1997-05-01 25
"American Airlines Inc." 1997-05-11 12
"American Airlines Inc." 1997-05-12 19
"American Airlines Inc." 1997-05-13 20
"American Airlines Inc." 1997-05-08 28
"American Airlines Inc." 1997-05-03 22
"American Airlines Inc." 1997-05-22 17
"American Airlines Inc." 1997-05-25 9
"American Airlines Inc." 1997-05-23 15
"American Airlines Inc." 1997-05-21 18
"American Airlines Inc." 1997-05-28 25
"American Airlines Inc." 1997-05-16 20
"American Airlines Inc." 1997-05-17 3
"American Airlines Inc." 1997-05-04 25
"American Airlines Inc." 1997-05-24 2
"American Airlines Inc." 1997-05-31 7
"American Airlines Inc." 1997-05-26 2
"American Airlines Inc." 1997-06-16 70
"American Airlines Inc." 1997-06-05 24
"American Airlines Inc." 1997-06-06 25
"American Airlines Inc." 1997-06-26 91
"American Airlines Inc." 1997-06-17 138
"American Airlines Inc." 1997-06-03 24
"American Airlines Inc." 1997-06-30 81
"American Airlines Inc." 1997-06-04 32
"American Airlines Inc." 1997-06-22 33
"American Airlines Inc." 1997-06-15 7
"American Airlines Inc." 1997-06-02 42
"American Airlines Inc." 1997-06-28 10
"American Airlines Inc." 1997-06-12 20
"American Airlines Inc." 1997-06-13 27
"American Airlines Inc." 1997-06-11 18
"American Airlines Inc." 1997-06-09 23
"American Airlines Inc." 1997-06-20 22
"American Airlines Inc." 1997-06-01 5
"American Airlines Inc." 1997-06-21 17
"American Airlines Inc." 1997-06-25 37
"American Airlines Inc." 1997-06-27 27
"American Airlines Inc." 1997-06-10 11
"American Airlines Inc." 1997-06-18 21
"American Airlines Inc." 1997-06-24 23
"American Airlines Inc." 1997-06-23 40
"American Airlines Inc." 1997-06-07 7
"American Airlines Inc." 1997-06-14 11
"American Airlines Inc." 1997-06-29 19
"American Airlines Inc." 1997-06-08 13
"American Airlines Inc." 1997-06-19 12
"American Airlines Inc." 1997-07-14 43
"American Airlines Inc." 1997-07-01 47
"American Airlines Inc." 1997-07-08 28
"American Airlines Inc." 1997-07-23 22
"American Airlines Inc." 1997-07-29 24
"American Airlines Inc." 1997-07-18 54
"American Airlines Inc." 1997-07-05 49
"American Airlines Inc." 1997-07-27 17
"American Airlines Inc." 1997-07-03 4
"American Airlines Inc." 1997-07-19 43
"American Airlines Inc." 1997-07-12 13
"American Airlines Inc." 1997-07-26 15
"American Airlines Inc." 1997-07-07 19
"American Airlines Inc." 1997-07-16 40
"American Airlines Inc." 1997-07-02 14
"American Airlines Inc." 1997-07-22 30
"American Airlines Inc." 1997-07-25 15
"American Airlines Inc." 1997-07-15 57
"American Airlines Inc." 1997-07-10 23
"American Airlines Inc." 1997-07-21 30
"American Airlines Inc." 1997-07-04 11
"American Airlines Inc." 1997-07-31 56
"American Airlines Inc." 1997-07-20 18
"American Airlines Inc." 1997-07-30 23
"American Airlines Inc." 1997-07-17 35
"American Airlines Inc." 1997-07-24 26
"American Airlines Inc." 1997-07-09 50
"American Airlines Inc." 1997-07-13 10
"American Airlines Inc." 1997-07-28 20
"American Airlines Inc." 1997-07-11 18
"American Airlines Inc." 1997-07-06 12
"American Airlines Inc." 1997-08-16 83
"American Airlines Inc." 1997-08-05 23
"American Airlines Inc." 1997-08-28 25
"American Airlines Inc." 1997-08-27 27
"American Airlines Inc." 1997-08-26 25
"American Airlines Inc." 1997-08-25 22
"American Airlines Inc." 1997-08-22 24
"American Airlines Inc." 1997-08-23 10
"American Airlines Inc." 1997-08-30 8
"American Airlines Inc." 1997-08-20 27
"American Airlines Inc." 1997-08-07 23
"American Airlines Inc." 1997-08-15 32
"American Airlines Inc." 1997-08-11 11
"American Airlines Inc." 1997-08-29 17
"American Airlines Inc." 1997-08-21 20
"American Airlines Inc." 1997-08-13 26
"American Airlines Inc." 1997-08-14 18
"American Airlines Inc." 1997-08-19 26
"American Airlines Inc." 1997-08-09 18
"American Airlines Inc." 1997-08-03 13
"American Airlines Inc." 1997-08-24 12
"American Airlines Inc." 1997-08-06 27
"American Airlines Inc." 1997-08-17 46
"American Airlines Inc." 1997-08-12 33
"American Airlines Inc." 1997-08-01 24
"American Airlines Inc." 1997-08-08 15
"American Airlines Inc." 1997-08-18 38
"American Airlines Inc." 1997-08-04 23
"American Airlines Inc." 1997-08-31 13
"American Airlines Inc." 1997-08-10 6
"American Airlines Inc." 1997-08-02 11
"American Airlines Inc." 1997-09-03 148
"American Airlines Inc." 1997-09-09 29
"American Airlines Inc." 1997-09-18 26
"American Airlines Inc." 1997-09-15 21
"American Airlines Inc." 1997-09-08 29
"American Airlines Inc." 1997-09-23 31
"American Airlines Inc." 1997-09-19 45
"American Airlines Inc." 1997-09-17 32
"American Airlines Inc." 1997-09-11 31
"American Airlines Inc." 1997-09-04 83
"American Airlines Inc." 1997-09-27 14
"American Airlines Inc." 1997-09-13 17
"American Airlines Inc." 1997-09-24 13
"American Airlines Inc." 1997-09-05 44
"American Airlines Inc." 1997-09-10 30
"American Airlines Inc." 1997-09-30 23
"American Airlines Inc." 1997-09-29 22
"American Airlines Inc." 1997-09-14 29
"American Airlines Inc." 1997-09-16 28
"American Airlines Inc." 1997-09-26 8
"American Airlines Inc." 1997-09-12 24
"American Airlines Inc." 1997-09-01 7
"American Airlines Inc." 1997-09-07 22
"American Airlines Inc." 1997-09-21 16
"American Airlines Inc." 1997-09-22 19
"American Airlines Inc." 1997-09-25 16
"American Airlines Inc." 1997-09-20 19
"American Airlines Inc." 1997-09-06 20
"American Airlines Inc." 1997-09-02 15
"American Airlines Inc." 1997-09-28 8
"American Airlines Inc." 1997-10-23 202
"American Airlines Inc." 1997-10-02 25
"American Airlines Inc." 1997-10-01 63
"American Airlines Inc." 1997-10-24 64
"American Airlines Inc." 1997-10-31 31
"American Airlines Inc." 1997-10-27 34
"American Airlines Inc." 1997-10-06 24
"American Airlines Inc." 1997-10-28 55
"American Airlines Inc." 1997-10-30 18
"American Airlines Inc." 1997-10-25 59
"American Airlines Inc." 1997-10-14 17
"American Airlines Inc." 1997-10-21 28
"American Airlines Inc." 1997-10-29 29
"American Airlines Inc." 1997-10-09 24
"American Airlines Inc." 1997-10-11 9
"American Airlines Inc." 1997-10-10 24
"American Airlines Inc." 1997-10-16 12
"American Airlines Inc." 1997-10-17 21
"American Airlines Inc." 1997-10-07 19
"American Airlines Inc." 1997-10-12 15
"American Airlines Inc." 1997-10-20 24
"American Airlines Inc." 1997-10-15 38
"American Airlines Inc." 1997-10-03 16
"American Airlines Inc." 1997-10-04 9
"American Airlines Inc." 1997-10-26 42
"American Airlines Inc." 1997-10-13 9
"American Airlines Inc." 1997-10-05 6
"American Airlines Inc." 1997-10-18 9
"American Airlines Inc." 1997-10-22 25
"American Airlines Inc." 1997-10-19 10
"American Airlines Inc." 1997-10-08 15
"American Airlines Inc." 1997-11-14 82
"American Airlines Inc." 1997-11-03 33
"American Airlines Inc." 1997-11-04 54
"American Airlines Inc." 1997-11-17 39
"American Airlines Inc." 1997-11-29 19
"American Airlines Inc." 1997-11-28 23
"American Airlines Inc." 1997-11-02 35
"American Airlines Inc." 1997-11-11 21
"American Airlines Inc." 1997-11-19 30
"American Airlines Inc." 1997-11-25 21
"American Airlines Inc." 1997-11-26 13
"American Airlines Inc." 1997-11-09 20
"American Airlines Inc." 1997-11-20 20
"American Airlines Inc." 1997-11-05 42
"American Airlines Inc." 1997-11-12 35
"American Airlines Inc." 1997-11-07 24
"American Airlines Inc." 1997-11-08 11
"American Airlines Inc." 1997-11-18 41
"American Airlines Inc." 1997-11-27 5
"American Airlines Inc." 1997-11-01 16
"American Airlines Inc." 1997-11-13 27
"American Airlines Inc." 1997-11-15 70
"American Airlines Inc." 1997-11-24 25
"American Airlines Inc." 1997-11-06 16
"American Airlines Inc." 1997-11-23 15
"American Airlines Inc." 1997-11-16 21
"American Airlines Inc." 1997-11-10 26
"American Airlines Inc." 1997-11-22 9
"American Airlines Inc." 1997-11-21 17
"American Airlines Inc." 1997-11-30 4
"American Airlines Inc." 1997-12-19 56
"American Airlines Inc." 1997-12-16 31
"American Airlines Inc." 1997-12-26 33
"American Airlines Inc." 1997-12-04 26
"American Airlines Inc." 1997-12-24 19
"American Airlines Inc." 1997-12-15 27
"American Airlines Inc." 1997-12-23 43
"American Airlines Inc." 1997-12-08 23
"American Airlines Inc." 1997-12-13 20
"American Airlines Inc." 1997-12-20 5
"American Airlines Inc." 1997-12-25 8
"American Airlines Inc." 1997-12-10 154
"American Airlines Inc." 1997-12-12 23
"American Airlines Inc." 1997-12-09 53
"American Airlines Inc." 1997-12-11 42
"American Airlines Inc." 1997-12-02 25
"American Airlines Inc." 1997-12-03 32
"American Airlines Inc." 1997-12-17 24
"American Airlines Inc." 1997-12-05 35
"American Airlines Inc." 1997-12-07 18
