"Description" "data" "N_anul_lotow"
"Continental Air Lines Inc." 1993-12-11 13
"Continental Air Lines Inc." 1993-12-24 13
"Continental Air Lines Inc." 1993-12-13 4
"Continental Air Lines Inc." 1993-12-08 12
"Continental Air Lines Inc." 1993-12-23 6
"Continental Air Lines Inc." 1993-12-26 6
"Continental Air Lines Inc." 1993-12-17 6
"Continental Air Lines Inc." 1993-12-16 12
"Continental Air Lines Inc." 1993-12-22 5
"Continental Air Lines Inc." 1993-12-27 6
"Continental Air Lines Inc." 1993-12-02 7
"Continental Air Lines Inc." 1993-12-05 17
"Continental Air Lines Inc." 1993-12-20 14
"Continental Air Lines Inc." 1993-12-28 17
"Continental Air Lines Inc." 1993-12-10 16
"Continental Air Lines Inc." 1993-12-31 10
"Continental Air Lines Inc." 1993-12-25 7
"Continental Air Lines Inc." 1993-12-18 1
"Continental Air Lines Inc." 1993-12-07 2
"Continental Air Lines Inc." 1993-12-12 2
"Continental Air Lines Inc." 1993-12-03 8
"Continental Air Lines Inc." 1993-12-06 1
"Delta Air Lines Inc." 1993-01-26 19
"Delta Air Lines Inc." 1993-01-19 46
"Delta Air Lines Inc." 1993-01-09 92
"Delta Air Lines Inc." 1993-01-25 8
"Delta Air Lines Inc." 1993-01-01 146
"Delta Air Lines Inc." 1993-01-04 10
"Delta Air Lines Inc." 1993-01-12 44
"Delta Air Lines Inc." 1993-01-11 134
"Delta Air Lines Inc." 1993-01-02 98
"Delta Air Lines Inc." 1993-01-10 86
"Delta Air Lines Inc." 1993-01-13 78
"Delta Air Lines Inc." 1993-01-31 16
"Delta Air Lines Inc." 1993-01-28 6
"Delta Air Lines Inc." 1993-01-17 34
"Delta Air Lines Inc." 1993-01-14 18
"Delta Air Lines Inc." 1993-01-24 9
"Delta Air Lines Inc." 1993-01-08 59
"Delta Air Lines Inc." 1993-01-21 52
"Delta Air Lines Inc." 1993-01-22 38
"Delta Air Lines Inc." 1993-01-23 22
"Delta Air Lines Inc." 1993-01-20 32
"Delta Air Lines Inc." 1993-01-30 12
"Delta Air Lines Inc." 1993-01-05 15
"Delta Air Lines Inc." 1993-01-18 18
"Delta Air Lines Inc." 1993-01-27 4
"Delta Air Lines Inc." 1993-01-07 48
"Delta Air Lines Inc." 1993-01-15 59
"Delta Air Lines Inc." 1993-01-03 15
"Delta Air Lines Inc." 1993-01-06 20
"Delta Air Lines Inc." 1993-01-16 34
"Delta Air Lines Inc." 1993-01-29 11
"Delta Air Lines Inc." 1993-02-12 126
"Delta Air Lines Inc." 1993-02-16 157
"Delta Air Lines Inc." 1993-02-20 43
"Delta Air Lines Inc." 1993-02-15 36
"Delta Air Lines Inc." 1993-02-17 15
"Delta Air Lines Inc." 1993-02-19 29
"Delta Air Lines Inc." 1993-02-23 32
"Delta Air Lines Inc." 1993-02-24 16
"Delta Air Lines Inc." 1993-02-10 8
"Delta Air Lines Inc." 1993-02-28 14
"Delta Air Lines Inc." 1993-02-01 16
"Delta Air Lines Inc." 1993-02-07 9
"Delta Air Lines Inc." 1993-02-06 52
"Delta Air Lines Inc." 1993-02-22 76
"Delta Air Lines Inc." 1993-02-13 23
"Delta Air Lines Inc." 1993-02-27 19
"Delta Air Lines Inc." 1993-02-04 16
"Delta Air Lines Inc." 1993-02-11 15
"Delta Air Lines Inc." 1993-02-21 69
"Delta Air Lines Inc." 1993-02-26 40
"Delta Air Lines Inc." 1993-02-25 88
"Delta Air Lines Inc." 1993-02-14 11
"Delta Air Lines Inc." 1993-02-08 23
"Delta Air Lines Inc." 1993-02-18 17
"Delta Air Lines Inc." 1993-02-02 8
"Delta Air Lines Inc." 1993-02-09 7
"Delta Air Lines Inc." 1993-02-03 7
"Delta Air Lines Inc." 1993-02-05 6
"Delta Air Lines Inc." 1993-03-12 27
"Delta Air Lines Inc." 1993-03-13 1372
"Delta Air Lines Inc." 1993-03-14 612
"Delta Air Lines Inc." 1993-03-23 11
"Delta Air Lines Inc." 1993-03-15 67
"Delta Air Lines Inc." 1993-03-18 13
"Delta Air Lines Inc." 1993-03-22 7
"Delta Air Lines Inc." 1993-03-04 67
"Delta Air Lines Inc." 1993-03-26 16
"Delta Air Lines Inc." 1993-03-16 18
"Delta Air Lines Inc." 1993-03-02 18
"Delta Air Lines Inc." 1993-03-01 23
"Delta Air Lines Inc." 1993-03-31 14
"Delta Air Lines Inc." 1993-03-30 49
"Delta Air Lines Inc." 1993-03-27 22
"Delta Air Lines Inc." 1993-03-05 56
"Delta Air Lines Inc." 1993-03-09 25
"Delta Air Lines Inc." 1993-03-03 29
"Delta Air Lines Inc." 1993-03-28 41
"Delta Air Lines Inc." 1993-03-10 16
"Delta Air Lines Inc." 1993-03-24 25
"Delta Air Lines Inc." 1993-03-25 14
"Delta Air Lines Inc." 1993-03-17 41
"Delta Air Lines Inc." 1993-03-20 9
"Delta Air Lines Inc." 1993-03-29 23
"Delta Air Lines Inc." 1993-03-08 9
"Delta Air Lines Inc." 1993-03-07 6
"Delta Air Lines Inc." 1993-03-06 17
"Delta Air Lines Inc." 1993-03-19 13
"Delta Air Lines Inc." 1993-03-11 5
"Delta Air Lines Inc." 1993-03-21 3
"Delta Air Lines Inc." 1993-04-28 2
"Delta Air Lines Inc." 1993-04-23 1
"Delta Air Lines Inc." 1993-04-09 20
"Delta Air Lines Inc." 1993-04-14 60
"Delta Air Lines Inc." 1993-04-13 18
"Delta Air Lines Inc." 1993-04-27 10
"Delta Air Lines Inc." 1993-04-04 15
"Delta Air Lines Inc." 1993-04-30 9
"Delta Air Lines Inc." 1993-04-10 14
"Delta Air Lines Inc." 1993-04-22 3
"Delta Air Lines Inc." 1993-04-19 15
"Delta Air Lines Inc." 1993-04-15 11
"Delta Air Lines Inc." 1993-04-29 11
"Delta Air Lines Inc." 1993-04-18 4
"Delta Air Lines Inc." 1993-04-02 9
"Delta Air Lines Inc." 1993-04-25 1
"Delta Air Lines Inc." 1993-04-06 11
"Delta Air Lines Inc." 1993-04-17 7
"Delta Air Lines Inc." 1993-04-01 23
"Delta Air Lines Inc." 1993-04-05 6
"Delta Air Lines Inc." 1993-04-11 10
"Delta Air Lines Inc." 1993-04-03 9
"Delta Air Lines Inc." 1993-04-16 7
"Delta Air Lines Inc." 1993-04-12 18
"Delta Air Lines Inc." 1993-04-07 10
"Delta Air Lines Inc." 1993-04-08 1
"Delta Air Lines Inc." 1993-04-26 18
"Delta Air Lines Inc." 1993-04-24 6
"Delta Air Lines Inc." 1993-04-20 3
"Delta Air Lines Inc." 1993-04-21 1
"Delta Air Lines Inc." 1993-05-06 16
"Delta Air Lines Inc." 1993-05-14 6
"Delta Air Lines Inc." 1993-05-23 3
"Delta Air Lines Inc." 1993-05-19 8
"Delta Air Lines Inc." 1993-05-28 7
"Delta Air Lines Inc." 1993-05-10 3
"Delta Air Lines Inc." 1993-05-08 10
"Delta Air Lines Inc." 1993-05-09 38
"Delta Air Lines Inc." 1993-05-11 7
"Delta Air Lines Inc." 1993-05-17 6
"Delta Air Lines Inc." 1993-05-29 5
"Delta Air Lines Inc." 1993-05-04 26
"Delta Air Lines Inc." 1993-05-26 9
"Delta Air Lines Inc." 1993-05-30 7
"Delta Air Lines Inc." 1993-05-18 11
"Delta Air Lines Inc." 1993-05-15 7
"Delta Air Lines Inc." 1993-05-12 18
"Delta Air Lines Inc." 1993-05-22 4
"Delta Air Lines Inc." 1993-05-07 7
"Delta Air Lines Inc." 1993-05-13 16
"Delta Air Lines Inc." 1993-05-27 7
"Delta Air Lines Inc." 1993-05-21 2
"Delta Air Lines Inc." 1993-05-03 5
"Delta Air Lines Inc." 1993-05-20 5
"Delta Air Lines Inc." 1993-05-02 4
"Delta Air Lines Inc." 1993-05-25 5
"Delta Air Lines Inc." 1993-05-05 16
"Delta Air Lines Inc." 1993-05-31 4
"Delta Air Lines Inc." 1993-05-01 8
"Delta Air Lines Inc." 1993-05-24 6
"Delta Air Lines Inc." 1993-05-16 2
"Delta Air Lines Inc." 1993-06-24 22
"Delta Air Lines Inc." 1993-06-09 59
"Delta Air Lines Inc." 1993-06-05 4
"Delta Air Lines Inc." 1993-06-06 2
"Delta Air Lines Inc." 1993-06-01 8
"Delta Air Lines Inc." 1993-06-07 15
"Delta Air Lines Inc." 1993-06-10 22
"Delta Air Lines Inc." 1993-06-08 18
"Delta Air Lines Inc." 1993-06-21 28
"Delta Air Lines Inc." 1993-06-14 12
"Delta Air Lines Inc." 1993-06-20 17
"Delta Air Lines Inc." 1993-06-26 37
"Delta Air Lines Inc." 1993-06-27 15
"Delta Air Lines Inc." 1993-06-25 40
"Delta Air Lines Inc." 1993-06-28 6
"Delta Air Lines Inc." 1993-06-11 17
"Delta Air Lines Inc." 1993-06-23 7
"Delta Air Lines Inc." 1993-06-29 6
"Delta Air Lines Inc." 1993-06-17 4
"Delta Air Lines Inc." 1993-06-16 3
"Delta Air Lines Inc." 1993-06-12 10
"Delta Air Lines Inc." 1993-06-30 6
"Delta Air Lines Inc." 1993-06-18 2
"Delta Air Lines Inc." 1993-06-04 14
"Delta Air Lines Inc." 1993-06-02 8
"Delta Air Lines Inc." 1993-06-22 8
"Delta Air Lines Inc." 1993-06-15 9
"Delta Air Lines Inc." 1993-06-19 9
"Delta Air Lines Inc." 1993-06-13 3
"Delta Air Lines Inc." 1993-06-03 1
"Delta Air Lines Inc." 1993-07-21 7
"Delta Air Lines Inc." 1993-07-26 10
"Delta Air Lines Inc." 1993-07-27 9
"Delta Air Lines Inc." 1993-07-16 8
"Delta Air Lines Inc." 1993-07-25 12
"Delta Air Lines Inc." 1993-07-31 12
"Delta Air Lines Inc." 1993-07-28 4
"Delta Air Lines Inc." 1993-07-19 9
"Delta Air Lines Inc." 1993-07-15 6
"Delta Air Lines Inc." 1993-07-29 9
"Delta Air Lines Inc." 1993-07-18 8
"Delta Air Lines Inc." 1993-07-05 11
"Delta Air Lines Inc." 1993-07-23 7
"Delta Air Lines Inc." 1993-07-24 1
"Delta Air Lines Inc." 1993-07-09 10
"Delta Air Lines Inc." 1993-07-22 3
"Delta Air Lines Inc." 1993-07-03 13
"Delta Air Lines Inc." 1993-07-06 16
"Delta Air Lines Inc." 1993-07-17 8
"Delta Air Lines Inc." 1993-07-07 8
"Delta Air Lines Inc." 1993-07-10 12
"Delta Air Lines Inc." 1993-07-13 7
"Delta Air Lines Inc." 1993-07-04 5
"Delta Air Lines Inc." 1993-07-08 11
"Delta Air Lines Inc." 1993-07-30 23
"Delta Air Lines Inc." 1993-07-14 21
"Delta Air Lines Inc." 1993-07-11 2
"Delta Air Lines Inc." 1993-07-02 6
"Delta Air Lines Inc." 1993-07-20 6
"Delta Air Lines Inc." 1993-07-01 4
"Delta Air Lines Inc." 1993-07-12 4
"Delta Air Lines Inc." 1993-08-27 6
"Delta Air Lines Inc." 1993-08-30 15
"Delta Air Lines Inc." 1993-08-19 6
"Delta Air Lines Inc." 1993-08-14 12
"Delta Air Lines Inc." 1993-08-06 16
"Delta Air Lines Inc." 1993-08-04 11
"Delta Air Lines Inc." 1993-08-05 13
"Delta Air Lines Inc." 1993-08-08 10
"Delta Air Lines Inc." 1993-08-12 6
"Delta Air Lines Inc." 1993-08-31 37
"Delta Air Lines Inc." 1993-08-07 16
"Delta Air Lines Inc." 1993-08-01 4
"Delta Air Lines Inc." 1993-08-23 10
"Delta Air Lines Inc." 1993-08-20 3
"Delta Air Lines Inc." 1993-08-09 9
"Delta Air Lines Inc." 1993-08-29 6
"Delta Air Lines Inc." 1993-08-02 19
"Delta Air Lines Inc." 1993-08-18 4
"Delta Air Lines Inc." 1993-08-24 6
"Delta Air Lines Inc." 1993-08-17 14
"Delta Air Lines Inc." 1993-08-22 2
"Delta Air Lines Inc." 1993-08-28 19
"Delta Air Lines Inc." 1993-08-03 7
"Delta Air Lines Inc." 1993-08-16 12
"Delta Air Lines Inc." 1993-08-26 5
"Delta Air Lines Inc." 1993-08-21 5
"Delta Air Lines Inc." 1993-08-25 2
"Delta Air Lines Inc." 1993-08-13 6
"Delta Air Lines Inc." 1993-08-10 2
"Delta Air Lines Inc." 1993-08-11 3
"Delta Air Lines Inc." 1993-08-15 3
"Delta Air Lines Inc." 1993-09-21 25
"Delta Air Lines Inc." 1993-09-17 9
"Delta Air Lines Inc." 1993-09-22 9
"Delta Air Lines Inc." 1993-09-16 18
"Delta Air Lines Inc." 1993-09-02 58
"Delta Air Lines Inc." 1993-09-09 15
"Delta Air Lines Inc." 1993-09-12 6
"Delta Air Lines Inc." 1993-09-23 8
"Delta Air Lines Inc." 1993-09-27 49
"Delta Air Lines Inc." 1993-09-04 6
"Delta Air Lines Inc." 1993-09-05 7
"Delta Air Lines Inc." 1993-09-10 6
"Delta Air Lines Inc." 1993-09-19 2
"Delta Air Lines Inc." 1993-09-24 9
"Delta Air Lines Inc." 1993-09-26 12
"Delta Air Lines Inc." 1993-09-11 12
"Delta Air Lines Inc." 1993-09-07 11
"Delta Air Lines Inc." 1993-09-14 8
"Delta Air Lines Inc." 1993-09-13 11
"Delta Air Lines Inc." 1993-09-25 14
"Delta Air Lines Inc." 1993-09-18 5
"Delta Air Lines Inc." 1993-09-28 8
"Delta Air Lines Inc." 1993-09-01 10
"Delta Air Lines Inc." 1993-09-30 18
"Delta Air Lines Inc." 1993-09-03 13
"Delta Air Lines Inc." 1993-09-06 6
"Delta Air Lines Inc." 1993-09-20 13
"Delta Air Lines Inc." 1993-09-08 14
"Delta Air Lines Inc." 1993-09-15 1
"Delta Air Lines Inc." 1993-09-29 1
"Delta Air Lines Inc." 1993-10-24 5
"Delta Air Lines Inc." 1993-10-16 32
"Delta Air Lines Inc." 1993-10-17 21
"Delta Air Lines Inc." 1993-10-31 41
"Delta Air Lines Inc." 1993-10-04 4
"Delta Air Lines Inc." 1993-10-30 73
"Delta Air Lines Inc." 1993-10-19 67
"Delta Air Lines Inc." 1993-10-09 16
"Delta Air Lines Inc." 1993-10-23 19
"Delta Air Lines Inc." 1993-10-20 37
"Delta Air Lines Inc." 1993-10-21 17
"Delta Air Lines Inc." 1993-10-22 10
"Delta Air Lines Inc." 1993-10-10 5
"Delta Air Lines Inc." 1993-10-18 8
"Delta Air Lines Inc." 1993-10-08 16
"Delta Air Lines Inc." 1993-10-12 14
"Delta Air Lines Inc." 1993-10-14 2
"Delta Air Lines Inc." 1993-10-15 8
"Delta Air Lines Inc." 1993-10-26 10
"Delta Air Lines Inc." 1993-10-25 10
"Delta Air Lines Inc." 1993-10-13 6
"Delta Air Lines Inc." 1993-10-07 11
"Delta Air Lines Inc." 1993-10-02 10
"Delta Air Lines Inc." 1993-10-06 6
"Delta Air Lines Inc." 1993-10-29 6
"Delta Air Lines Inc." 1993-10-11 1
"Delta Air Lines Inc." 1993-10-03 5
"Delta Air Lines Inc." 1993-10-01 2
"Delta Air Lines Inc." 1993-10-28 2
"Delta Air Lines Inc." 1993-10-27 3
"Delta Air Lines Inc." 1993-11-06 8
"Delta Air Lines Inc." 1993-11-16 25
"Delta Air Lines Inc." 1993-11-02 18
"Delta Air Lines Inc." 1993-11-12 2
"Delta Air Lines Inc." 1993-11-08 18
"Delta Air Lines Inc." 1993-11-09 13
"Delta Air Lines Inc." 1993-11-10 3
"Delta Air Lines Inc." 1993-11-01 9
"Delta Air Lines Inc." 1993-11-25 67
"Delta Air Lines Inc." 1993-11-24 7
"Delta Air Lines Inc." 1993-11-03 20
"Delta Air Lines Inc." 1993-11-22 7
"Delta Air Lines Inc." 1993-11-26 16
"Delta Air Lines Inc." 1993-11-07 2
"Delta Air Lines Inc." 1993-11-21 5
"Delta Air Lines Inc." 1993-11-05 8
"Delta Air Lines Inc." 1993-11-18 7
"Delta Air Lines Inc." 1993-11-13 10
"Delta Air Lines Inc." 1993-11-30 3
"Delta Air Lines Inc." 1993-11-19 9
"Delta Air Lines Inc." 1993-11-14 12
"Delta Air Lines Inc." 1993-11-04 7
"Delta Air Lines Inc." 1993-11-27 8
"Delta Air Lines Inc." 1993-11-29 2
"Delta Air Lines Inc." 1993-11-11 3
"Delta Air Lines Inc." 1993-11-23 5
"Delta Air Lines Inc." 1993-11-17 10
"Delta Air Lines Inc." 1993-11-15 7
"Delta Air Lines Inc." 1993-11-28 9
"Delta Air Lines Inc." 1993-11-20 1
"Delta Air Lines Inc." 1993-12-07 10
"Delta Air Lines Inc." 1993-12-22 145
"Delta Air Lines Inc." 1993-12-27 7
"Delta Air Lines Inc." 1993-12-03 14
"Delta Air Lines Inc." 1993-12-29 47
"Delta Air Lines Inc." 1993-12-11 62
"Delta Air Lines Inc." 1993-12-21 30
"Delta Air Lines Inc." 1993-12-28 74
"Delta Air Lines Inc." 1993-12-18 10
"Delta Air Lines Inc." 1993-12-30 71
"Delta Air Lines Inc." 1993-12-01 7
"Delta Air Lines Inc." 1993-12-23 28
"Delta Air Lines Inc." 1993-12-25 2
"Delta Air Lines Inc." 1993-12-10 4
"Delta Air Lines Inc." 1993-12-04 27
"Delta Air Lines Inc." 1993-12-08 23
"Delta Air Lines Inc." 1993-12-16 10
"Delta Air Lines Inc." 1993-12-24 5
"Delta Air Lines Inc." 1993-12-17 6
"Delta Air Lines Inc." 1993-12-31 15
"Delta Air Lines Inc." 1993-12-15 17
"Delta Air Lines Inc." 1993-12-05 16
"Delta Air Lines Inc." 1993-12-06 3
"Delta Air Lines Inc." 1993-12-09 7
"Delta Air Lines Inc." 1993-12-02 6
"Delta Air Lines Inc." 1993-12-26 9
"Delta Air Lines Inc." 1993-12-12 25
"Delta Air Lines Inc." 1993-12-14 4
"Delta Air Lines Inc." 1993-12-19 5
"Delta Air Lines Inc." 1993-12-20 3
"Delta Air Lines Inc." 1993-12-13 4
"America West Airlines Inc." 1993-01-17 28
"America West Airlines Inc." 1993-01-06 17
"America West Airlines Inc." 1993-01-07 18
"America West Airlines Inc." 1993-01-22 24
"America West Airlines Inc." 1993-01-29 8
"America West Airlines Inc." 1993-01-13 8
"America West Airlines Inc." 1993-01-16 9
"America West Airlines Inc." 1993-01-18 10
"America West Airlines Inc." 1993-01-30 1
"America West Airlines Inc." 1993-01-15 6
"America West Airlines Inc." 1993-01-21 11
"America West Airlines Inc." 1993-01-27 11
"America West Airlines Inc." 1993-01-25 6
"America West Airlines Inc." 1993-01-26 14
"America West Airlines Inc." 1993-01-20 14
"America West Airlines Inc." 1993-01-28 3
"America West Airlines Inc." 1993-01-12 2
"America West Airlines Inc." 1993-01-23 8
"America West Airlines Inc." 1993-01-01 6
"America West Airlines Inc." 1993-01-05 2
"America West Airlines Inc." 1993-01-11 4
"America West Airlines Inc." 1993-01-10 9
"America West Airlines Inc." 1993-01-09 2
"America West Airlines Inc." 1993-01-04 2
"America West Airlines Inc." 1993-01-19 2
"America West Airlines Inc." 1993-01-03 2
"America West Airlines Inc." 1993-01-02 2
"America West Airlines Inc." 1993-02-05 4
"America West Airlines Inc." 1993-02-06 10
"America West Airlines Inc." 1993-02-07 4
"America West Airlines Inc." 1993-02-17 10
"America West Airlines Inc." 1993-02-15 3
"America West Airlines Inc." 1993-02-22 13
"America West Airlines Inc." 1993-02-18 7
"America West Airlines Inc." 1993-02-20 3
"America West Airlines Inc." 1993-02-23 4
"America West Airlines Inc." 1993-02-04 1
"America West Airlines Inc." 1993-02-27 7
"America West Airlines Inc." 1993-02-21 4
"America West Airlines Inc." 1993-02-01 4
"America West Airlines Inc." 1993-02-10 2
"America West Airlines Inc." 1993-02-19 2
"America West Airlines Inc." 1993-02-14 4
"America West Airlines Inc." 1993-02-26 4
"America West Airlines Inc." 1993-02-16 6
"America West Airlines Inc." 1993-02-25 4
"America West Airlines Inc." 1993-02-02 7
"America West Airlines Inc." 1993-02-03 2
"America West Airlines Inc." 1993-02-12 4
"America West Airlines Inc." 1993-02-24 3
"America West Airlines Inc." 1993-02-28 1
"America West Airlines Inc." 1993-03-05 5
"America West Airlines Inc." 1993-03-13 53
"America West Airlines Inc." 1993-03-14 22
"America West Airlines Inc." 1993-03-10 6
"America West Airlines Inc." 1993-03-04 6
"America West Airlines Inc." 1993-03-08 7
"America West Airlines Inc." 1993-03-01 4
"America West Airlines Inc." 1993-03-16 6
"America West Airlines Inc." 1993-03-22 6
"America West Airlines Inc." 1993-03-06 5
"America West Airlines Inc." 1993-03-09 8
"America West Airlines Inc." 1993-03-17 11
"America West Airlines Inc." 1993-03-27 6
"America West Airlines Inc." 1993-03-23 6
"America West Airlines Inc." 1993-03-20 2
"America West Airlines Inc." 1993-03-24 5
"America West Airlines Inc." 1993-03-02 8
"America West Airlines Inc." 1993-03-03 3
"America West Airlines Inc." 1993-03-29 6
"America West Airlines Inc." 1993-03-30 6
"America West Airlines Inc." 1993-03-31 2
"America West Airlines Inc." 1993-03-15 2
"America West Airlines Inc." 1993-03-25 4
"America West Airlines Inc." 1993-03-18 1
"America West Airlines Inc." 1993-03-26 2
"America West Airlines Inc." 1993-03-28 4
"America West Airlines Inc." 1993-04-21 3
"America West Airlines Inc." 1993-04-14 1
"America West Airlines Inc." 1993-04-05 2
"America West Airlines Inc." 1993-04-13 4
"America West Airlines Inc." 1993-04-01 4
"America West Airlines Inc." 1993-04-28 9
"America West Airlines Inc." 1993-04-30 7
"America West Airlines Inc." 1993-04-22 3
"America West Airlines Inc." 1993-04-16 3
"America West Airlines Inc." 1993-04-27 3
"America West Airlines Inc." 1993-04-29 2
"America West Airlines Inc." 1993-04-18 2
"America West Airlines Inc." 1993-04-10 1
"America West Airlines Inc." 1993-04-06 2
"America West Airlines Inc." 1993-04-23 1
"America West Airlines Inc." 1993-04-26 3
"America West Airlines Inc." 1993-04-09 1
"America West Airlines Inc." 1993-05-04 11
"America West Airlines Inc." 1993-05-11 3
"America West Airlines Inc." 1993-05-22 6
"America West Airlines Inc." 1993-05-31 3
"America West Airlines Inc." 1993-05-05 2
"America West Airlines Inc." 1993-05-10 2
"America West Airlines Inc." 1993-05-25 2
"America West Airlines Inc." 1993-05-16 1
"America West Airlines Inc." 1993-05-24 1
"America West Airlines Inc." 1993-05-26 2
"America West Airlines Inc." 1993-05-18 2
"America West Airlines Inc." 1993-05-01 1
"America West Airlines Inc." 1993-05-27 1
"America West Airlines Inc." 1993-05-30 6
"America West Airlines Inc." 1993-06-14 25
"America West Airlines Inc." 1993-06-06 2
"America West Airlines Inc." 1993-06-07 4
"America West Airlines Inc." 1993-06-24 8
"America West Airlines Inc." 1993-06-17 2
"America West Airlines Inc." 1993-06-08 4
"America West Airlines Inc." 1993-06-10 2
"America West Airlines Inc." 1993-06-30 2
"America West Airlines Inc." 1993-06-29 2
"America West Airlines Inc." 1993-06-21 8
"America West Airlines Inc." 1993-06-25 3
"America West Airlines Inc." 1993-06-18 2
"America West Airlines Inc." 1993-06-11 2
"America West Airlines Inc." 1993-06-23 2
"America West Airlines Inc." 1993-06-26 2
"America West Airlines Inc." 1993-06-09 1
"America West Airlines Inc." 1993-06-03 1
"America West Airlines Inc." 1993-07-01 4
"America West Airlines Inc." 1993-07-28 6
"America West Airlines Inc." 1993-07-05 3
"America West Airlines Inc." 1993-07-20 1
"America West Airlines Inc." 1993-07-09 2
"America West Airlines Inc." 1993-07-14 1
"America West Airlines Inc." 1993-07-19 2
"America West Airlines Inc." 1993-07-15 3
"America West Airlines Inc." 1993-07-27 2
"America West Airlines Inc." 1993-07-02 2
"America West Airlines Inc." 1993-07-10 1
"America West Airlines Inc." 1993-08-23 2
"America West Airlines Inc." 1993-08-03 2
"America West Airlines Inc." 1993-08-09 2
"America West Airlines Inc." 1993-08-25 2
"America West Airlines Inc." 1993-08-24 12
