"Description" "polaczenie" "Distance" "ilosc_lotow"
"American Airlines Inc." "Shreveport(LA) - Atlanta(GA)" 552 1
"American Airlines Inc." "Islip(NY) - Newburgh(NY)" 71 1
"American Airlines Inc." "Houston(TX) - Miami(FL)" 955 2955
"American Airlines Inc." "Philadelphia(PA) - Newburgh(NY)" 128 3
"American Airlines Inc." "Baltimore(MD) - Raleigh(NC)" 255 2618
"American Airlines Inc." "Allentown(PA) - Albany(NY)" 167 2
"American Airlines Inc." "Chicago(IL) - Allentown(PA)" 654 1398
"American Airlines Inc." "Pensacola(FL) - Raleigh(NC)" 613 445
"American Airlines Inc." "Baltimore(MD) - Windsor Locks(CT)" 283 2
"American Airlines Inc." "Columbus(OH) - Newark(NJ)" 462 1
"American Airlines Inc." "Covington(KY) - Rochester(NY)" 461 1
"American Airlines Inc." "Raleigh(NC) - Pensacola(FL)" 613 448
"American Airlines Inc." "Allentown(PA) - Chicago(IL)" 654 1514
"American Airlines Inc." "Albany(NY) - Newburgh(NY)" 87 82
"American Airlines Inc." "Columbia(SC) - Daytona Beach(FL)" 328 1
"American Airlines Inc." "Harrisburg(PA) - Allentown(PA)" 77 2
"American Airlines Inc." "Little Rock(AR) - St Louis(MO)" 296 3198
"American Airlines Inc." "Allentown(PA) - Windsor Locks(CT)" 169 1
"American Airlines Inc." "Miami(FL) - Ft. Myers(FL)" 105 3
"American Airlines Inc." "Albany(NY) - Rochester(NY)" 198 1
"American Airlines Inc." "Rochester(NY) - Newburgh(NY)" 214 2
"American Airlines Inc." "Myrtle Beach(SC) - Charleston(SC)" 84 3
"American Airlines Inc." "Myrtle Beach(SC) - Jacksonville(FL)" 273 3
"American Airlines Inc." "Daytona Beach(FL) - Chantilly(VA)" 703 1
"American Airlines Inc." "Jacksonville(FL) - Tampa(FL)" 180 2
"American Airlines Inc." "Albuquerque(NM) - Los Angeles(CA)" 677 1
"American Airlines Inc." "Buffalo(NY) - Newburgh(NY)" 258 2
"American Airlines Inc." "Memphis(TN) - Huntsville(AL)" 184 2
"American Airlines Inc." "Orlando(FL) - Houston(TX)" 848 1
"American Airlines Inc." "Raleigh(NC) - Richmond(VA)" 139 3
"American Airlines Inc." "Oklahoma City(OK) - Omaha(NE)" 418 1
"American Airlines Inc." "Corpus Christi(TX) - McAllen(TX)" 119 3
"American Airlines Inc." "Covington(KY) - Akron(OH)" 214 1
"American Airlines Inc." "New Orleans(LA) - Atlanta(GA)" 425 3
"American Airlines Inc." "New York(NY) - Rochester(NY)" 264 1
"American Airlines Inc." "Syracuse(NY) - Providence(RI)" 257 2
"American Airlines Inc." "Oklahoma City(OK) - San Antonio(TX)" 407 2
"American Airlines Inc." "Huntsville(AL) - Charlotte(NC)" 333 2
"American Airlines Inc." "Miami(FL) - Windsor Locks(CT)" 1194 6361
"American Airlines Inc." "Seattle(WA) - Miami(FL)" 2724 3700
"American Airlines Inc." "Miami(FL) - Seattle(WA)" 2724 3711
"American Airlines Inc." "Phoenix(AZ) - Nashville(TN)" 1448 1153
"American Airlines Inc." "Newark(NJ) - Chantilly(VA)" 213 1
"American Airlines Inc." "Pensacola(FL) - Nashville(TN)" 391 1127
"American Airlines Inc." "Chicago(IL) - Lincoln(NE)" 466 1
"American Airlines Inc." "Cleveland(OH) - Newark(NJ)" 404 2
"American Airlines Inc." "Nashville(TN) - Phoenix(AZ)" 1448 1123
"American Airlines Inc." "Windsor Locks(CT) - Miami(FL)" 1194 6357
"American Airlines Inc." "Indianapolis(IN) - Cleveland(OH)" 261 2
"American Airlines Inc." "Mobile(AL) - New Orleans(LA)" 129 3
"American Airlines Inc." "Syracuse(NY) - Philadelphia(PA)" 228 2
"American Airlines Inc." "Indianapolis(IN) - St Louis(MO)" 229 2991
"American Airlines Inc." "Nashville(TN) - Pensacola(FL)" 391 1114
"American Airlines Inc." "Mobile(AL) - Pensacola(FL)" 65 1
"American Airlines Inc." "Ft. Myers(FL) - Melbourne(FL)" 128 1
"American Airlines Inc." "Dayton(OH) - Dallas-Fort Worth(TX)" 861 13250
"American Airlines Inc." "Allentown(PA) - Harrisburg(PA)" 77 1
"American Airlines Inc." "Lubbock(TX) - Amarillo(TX)" NA 1
"American Airlines Inc." "Grand Rapids(MI) - Rochester(NY)" 398 1
"American Airlines Inc." "Dallas-Fort Worth(TX) - Dayton(OH)" 861 13109
"American Airlines Inc." "Harlingen(TX) - McAllen(TX)" 37 1
"American Airlines Inc." "Newark(NJ) - Islip(NY)" 57 3
"American Airlines Inc." "Miami(FL) - San Francisco(CA)" 2585 16037
"American Airlines Inc." "San Francisco(CA) - Miami(FL)" 2585 16067
"American Airlines Inc." "Salt Lake City(UT) - Palm Springs(CA)" 541 1
"American Airlines Inc." "Shreveport(LA) - Charlotte(NC)" 765 1
"American Airlines Inc." "Chicago(IL) - Peoria(IL)" 130 1073
"American Airlines Inc." "St Louis(MO) - Louisville(KY)" 254 2163
"American Airlines Inc." "Miami(FL) - Aguadilla(PR)" 980 1106
"American Airlines Inc." "Aguadilla(PR) - Miami(FL)" 980 1123
"American Airlines Inc." "Springfield(IL) - Chicago(IL)" 174 945
"American Airlines Inc." "New York(NY) - Eagle(CO)" 1739 264
"American Airlines Inc." "Chicago(IL) - Springfield(IL)" 174 916
"American Airlines Inc." "Denver(CO) - New York(NY)" 1619 30
"American Airlines Inc." "Eagle(CO) - Denver(CO)" 121 47
"American Airlines Inc." "Jacksonville(FL) - Ft. Lauderdale(FL)" 318 1
"American Airlines Inc." "Peoria(IL) - Chicago(IL)" 130 1124
"Alaska Airlines Inc." "San Diego(CA) - Los Angeles(CA)" NA 272
"Alaska Airlines Inc." "Los Angeles(CA) - San Diego(CA)" NA 218
"Alaska Airlines Inc." "Seattle(WA) - San Diego(CA)" NA 54
"Alaska Airlines Inc." "San Diego(CA) - Ontario(CA)" NA 45
"Alaska Airlines Inc." "San Diego(CA) - Seattle(WA)" NA 62
"Alaska Airlines Inc." "Long Beach(CA) - San Diego(CA)" NA 58
"Alaska Airlines Inc." "Ontario(CA) - San Diego(CA)" NA 45
"Alaska Airlines Inc." "Los Angeles(CA) - Oakland(CA)" 337 24
"Alaska Airlines Inc." "Oakland(CA) - Los Angeles(CA)" 337 24
"Alaska Airlines Inc." "San Francisco(CA) - San Diego(CA)" 447 2164
"Alaska Airlines Inc." "San Diego(CA) - San Francisco(CA)" 447 2152
"Alaska Airlines Inc." "Los Angeles(CA) - Tucson(AZ)" 451 1425
"Alaska Airlines Inc." "Tucson(AZ) - Los Angeles(CA)" 451 1430
"Alaska Airlines Inc." "San Francisco(CA) - Oakland(CA)" 11 412
"Alaska Airlines Inc." "Boise(ID) - Los Angeles(CA)" 674 423
"Alaska Airlines Inc." "Boise(ID) - Spokane(WA)" 287 292
"Alaska Airlines Inc." "Los Angeles(CA) - Boise(ID)" 674 416
"Alaska Airlines Inc." "Santa Ana(CA) - Ontario(CA)" 30 127
"Continental Air Lines Inc." "San Diego(CA) - Houston(TX)" NA 173
"Continental Air Lines Inc." "Denver(CO) - San Diego(CA)" NA 209
"Continental Air Lines Inc." "San Diego(CA) - Denver(CO)" NA 216
"Continental Air Lines Inc." "Phoenix(AZ) - San Diego(CA)" NA 50
"Continental Air Lines Inc." "San Diego(CA) - Phoenix(AZ)" NA 51
"Continental Air Lines Inc." "Houston(TX) - San Diego(CA)" NA 169
"Continental Air Lines Inc." "New York(NY) - Ft. Lauderdale(FL)" 1076 1909
"Continental Air Lines Inc." "Ft. Lauderdale(FL) - New York(NY)" 1076 1909
"Continental Air Lines Inc." "Buffalo(NY) - New York(NY)" 292 1058
"Continental Air Lines Inc." "Daytona Beach(FL) - Jacksonville(FL)" 97 147
"Continental Air Lines Inc." "Jacksonville(FL) - Daytona Beach(FL)" 97 142
"Continental Air Lines Inc." "Las Vegas(NV) - Tucson(AZ)" 365 241
"Continental Air Lines Inc." "Tucson(AZ) - Las Vegas(NV)" 365 238
"Continental Air Lines Inc." "Detroit(MI) - New York(NY)" 501 577
"Continental Air Lines Inc." "New York(NY) - Detroit(MI)" 501 577
"Continental Air Lines Inc." "New York(NY) - Columbus(OH)" 478 762
"Continental Air Lines Inc." "Columbus(OH) - New York(NY)" 478 777
"Continental Air Lines Inc." "New York(NY) - Buffalo(NY)" 292 1064
"Continental Air Lines Inc." "New York(NY) - Atlanta(GA)" 761 1322
"Continental Air Lines Inc." "Atlanta(GA) - New York(NY)" 761 1309
"Continental Air Lines Inc." "Atlanta(GA) - Cleveland(OH)" 554 12678
"Continental Air Lines Inc." "Baton Rouge(LA) - New Orleans(LA)" 65 102
"Continental Air Lines Inc." "New Orleans(LA) - Baton Rouge(LA)" 65 98
"Continental Air Lines Inc." "Cleveland(OH) - Atlanta(GA)" 554 12548
"Continental Air Lines Inc." "Pensacola(FL) - Jacksonville(FL)" 328 3472
"Continental Air Lines Inc." "Jacksonville(FL) - Pensacola(FL)" 328 3502
"Continental Air Lines Inc." "Santa Ana(CA) - Ontario(CA)" 30 8
"Continental Air Lines Inc." "Covington(KY) - Louisville(KY)" 83 780
"Continental Air Lines Inc." "Baltimore(MD) - Newark(NJ)" 169 6514
"Continental Air Lines Inc." "Louisville(KY) - Covington(KY)" 83 811
"Continental Air Lines Inc." "Newark(NJ) - Baltimore(MD)" 169 6400
"Continental Air Lines Inc." "Tampa(FL) - West Palm Beach(FL)" 174 1
"Continental Air Lines Inc." "West Palm Beach(FL) - Miami(FL)" 62 324
"Continental Air Lines Inc." "Miami(FL) - West Palm Beach(FL)" 62 310
"Continental Air Lines Inc." "Houston(TX) - Portland(OR)" 1825 11431
"Continental Air Lines Inc." "Reno(NV) - San Francisco(CA)" 192 146
"Continental Air Lines Inc." "Tulsa(OK) - Wichita(KS)" 132 1515
"Continental Air Lines Inc." "Wichita(KS) - Tulsa(OK)" 132 1528
"Continental Air Lines Inc." "Ft. Myers(FL) - New York(NY)" 1080 224
"Continental Air Lines Inc." "New York(NY) - Ft. Myers(FL)" 1080 219
"Delta Air Lines Inc." "San Diego(CA) - Atlanta(GA)" NA 58
"Delta Air Lines Inc." "Los Angeles(CA) - San Diego(CA)" NA 263
"Delta Air Lines Inc." "San Diego(CA) - Phoenix(AZ)" NA 55
"Delta Air Lines Inc." "Covington(KY) - San Diego(CA)" NA 86
"Delta Air Lines Inc." "Atlanta(GA) - San Diego(CA)" NA 58
"Delta Air Lines Inc." "San Diego(CA) - Ontario(CA)" NA 114
"Delta Air Lines Inc." "Phoenix(AZ) - San Diego(CA)" NA 29
"Delta Air Lines Inc." "Ontario(CA) - San Diego(CA)" NA 58
"Delta Air Lines Inc." "San Diego(CA) - Covington(KY)" NA 58
"Delta Air Lines Inc." "San Diego(CA) - Los Angeles(CA)" NA 269
"Delta Air Lines Inc." "San Diego(CA) - Salt Lake City(UT)" NA 474
"Delta Air Lines Inc." "Salt Lake City(UT) - San Diego(CA)" NA 465
"Delta Air Lines Inc." "San Diego(CA) - Honolulu(HI)" NA 50
"Delta Air Lines Inc." "Honolulu(HI) - San Diego(CA)" NA 59
"Delta Air Lines Inc." "Covington(KY) - Syracuse(NY)" 527 7895
"Delta Air Lines Inc." "Syracuse(NY) - Covington(KY)" 527 7842
"Delta Air Lines Inc." "Rochester(NY) - Covington(KY)" 461 4399
"Delta Air Lines Inc." "Providence(RI) - Orlando(FL)" 1073 6181
"Delta Air Lines Inc." "Orlando(FL) - Providence(RI)" 1073 6189
"Delta Air Lines Inc." "Covington(KY) - Rochester(NY)" 461 4407
"Delta Air Lines Inc." "Sarasota(FL) - Ft. Myers(FL)" 77 1176
"Delta Air Lines Inc." "Dallas-Fort Worth(TX) - Reno(NV)" 1345 7655
"Delta Air Lines Inc." "Ft. Myers(FL) - Sarasota(FL)" 77 2236
"Delta Air Lines Inc." "Reno(NV) - Dallas-Fort Worth(TX)" 1345 9339
"Delta Air Lines Inc." "Orlando(FL) - Indianapolis(IN)" 828 7453
"Delta Air Lines Inc." "Indianapolis(IN) - Orlando(FL)" 828 7455
"Delta Air Lines Inc." "Denver(CO) - Gunnison(CO)" 152 1
"Delta Air Lines Inc." "Tampa(FL) - New Orleans(LA)" 487 2725
"Delta Air Lines Inc." "New Orleans(LA) - Tampa(FL)" 487 3692
"Delta Air Lines Inc." "Newburgh(NY) - Atlanta(GA)" 784 5882
"Delta Air Lines Inc." "Atlanta(GA) - Panama City(FL)" 247 5704
"Delta Air Lines Inc." "Las Vegas(NV) - Covington(KY)" 1678 16947
"Delta Air Lines Inc." "Ontario(CA) - Las Vegas(NV)" 197 320
"Delta Air Lines Inc." "Covington(KY) - Las Vegas(NV)" 1678 12491
"Delta Air Lines Inc." "Las Vegas(NV) - Ontario(CA)" 197 321
"Delta Air Lines Inc." "Atlanta(GA) - Newburgh(NY)" 784 5857
"Delta Air Lines Inc." "Panama City(FL) - Atlanta(GA)" 247 5724
"Delta Air Lines Inc." "Buffalo(NY) - Covington(KY)" 410 8571
"Delta Air Lines Inc." "Covington(KY) - Buffalo(NY)" 410 8534
"Delta Air Lines Inc." "Indianapolis(IN) - Jackson(MS)" 554 1
"Delta Air Lines Inc." "Louisville(KY) - Jackson(MS)" 473 1
"Delta Air Lines Inc." "Jackson(MS) - Indianapolis(IN)" 554 1
"Delta Air Lines Inc." "Los Angeles(CA) - Anchorage(AK)" 2345 1041
"Delta Air Lines Inc." "Anchorage(AK) - Los Angeles(CA)" 2345 1043
"Delta Air Lines Inc." "Atlanta(GA) - Gainesville(FL)" 300 9346
"Delta Air Lines Inc." "Gainesville(FL) - Atlanta(GA)" 300 9381
"Delta Air Lines Inc." "Allentown(PA) - Atlanta(GA)" 692 7755
"Delta Air Lines Inc." "Atlanta(GA) - Harrisburg(PA)" 619 7441
"Delta Air Lines Inc." "Harrisburg(PA) - Allentown(PA)" 77 8661
"Delta Air Lines Inc." "Allentown(PA) - Harrisburg(PA)" 77 8695
"Delta Air Lines Inc." "Atlanta(GA) - Allentown(PA)" 692 7771
"Delta Air Lines Inc." "Harrisburg(PA) - Atlanta(GA)" 619 7487
"Delta Air Lines Inc." "Melbourne(FL) - Jacksonville(FL)" 176 425
"Delta Air Lines Inc." "Portland(OR) - Boise(ID)" 344 1
"Delta Air Lines Inc." "Jacksonville(FL) - Melbourne(FL)" 176 419
"Delta Air Lines Inc." "Arlington(VA) - New York(NY)" 214 87172
"Delta Air Lines Inc." "New York(NY) - Arlington(VA)" 214 87179
"Delta Air Lines Inc." "Boston(MA) - New York(NY)" 185 90110
"Delta Air Lines Inc." "Lubbock(TX) - Amarillo(TX)" NA 60
"Delta Air Lines Inc." "Amarillo(TX) - Lubbock(TX)" NA 59
"Delta Air Lines Inc." "Cleveland(OH) - Detroit(MI)" 95 507
"Delta Air Lines Inc." "Atlanta(GA) - New York(NY)" 760 19401
"Delta Air Lines Inc." "New York(NY) - Atlanta(GA)" 760 21276
"Delta Air Lines Inc." "Los Angeles(CA) - New York(NY)" 2475 19900
"Delta Air Lines Inc." "New York(NY) - Los Angeles(CA)" 2475 19914
"Delta Air Lines Inc." "Covington(KY) - New York(NY)" 589 10981
"Delta Air Lines Inc." "New York(NY) - Covington(KY)" 589 9450
"Delta Air Lines Inc." "San Francisco(CA) - New York(NY)" 2586 11335
"Delta Air Lines Inc." "New York(NY) - San Francisco(CA)" 2586 11036
"Delta Air Lines Inc." "Newburgh(NY) - Covington(KY)" 583 2240
"Delta Air Lines Inc." "New York(NY) - Arlington(VA)" 213 7074
"Delta Air Lines Inc." "Arlington(VA) - New York(NY)" 213 7101
"Delta Air Lines Inc." "New York(NY) - Boston(MA)" 187 5076
"Delta Air Lines Inc." "Dallas-Fort Worth(TX) - New York(NY)" 1391 4598
"Delta Air Lines Inc." "New York(NY) - Dallas-Fort Worth(TX)" 1391 4562
"Delta Air Lines Inc." "Detroit(MI) - Cleveland(OH)" 95 491
"Delta Air Lines Inc." "Albany(NY) - Covington(KY)" 623 11523
"Delta Air Lines Inc." "Orlando(FL) - Daytona Beach(FL)" 54 162
"Delta Air Lines Inc." "Covington(KY) - Albany(NY)" 623 11488
"Delta Air Lines Inc." "Daytona Beach(FL) - Orlando(FL)" 54 168
"Delta Air Lines Inc." "Portland(ME) - Covington(KY)" 810 10975
"Delta Air Lines Inc." "Covington(KY) - Portland(ME)" 810 10962
"Delta Air Lines Inc." "Minneapolis(MN) - Milwaukee(WI)" 297 100
"Delta Air Lines Inc." "Milwaukee(WI) - Minneapolis(MN)" 297 104
"America West Airlines Inc." "Phoenix(AZ) - San Diego(CA)" NA 446
"America West Airlines Inc." "Las Vegas(NV) - San Diego(CA)" NA 449
"America West Airlines Inc." "San Diego(CA) - Phoenix(AZ)" NA 445
"America West Airlines Inc." "San Diego(CA) - Las Vegas(NV)" NA 454
"America West Airlines Inc." "San Jose(CA) - Long Beach(CA)" 324 468
"America West Airlines Inc." "Long Beach(CA) - San Jose(CA)" 324 469
"America West Airlines Inc." "Santa Ana(CA) - San Francisco(CA)" 372 6186
"America West Airlines Inc." "San Francisco(CA) - Santa Ana(CA)" 372 6231
"America West Airlines Inc." "Long Beach(CA) - Sacramento(CA)" 387 239
"America West Airlines Inc." "Santa Ana(CA) - Sacramento(CA)" 404 19321
"America West Airlines Inc." "Sacramento(CA) - Santa Ana(CA)" 404 19282
"America West Airlines Inc." "Sacramento(CA) - Long Beach(CA)" 387 237
"America West Airlines Inc." "New York(NY) - Santa Ana(CA)" 2454 231
"America West Airlines Inc." "Santa Ana(CA) - New York(NY)" 2454 237
"America West Airlines Inc." "St Louis(MO) - Las Vegas(NV)" 1372 3141
"America West Airlines Inc." "Las Vegas(NV) - St Louis(MO)" 1372 3259
"America West Airlines Inc." "Flagstaff(AZ) - Las Vegas(NV)" 207 41
"America West Airlines Inc." "Las Vegas(NV) - Flagstaff(AZ)" 207 39
"America West Airlines Inc." "Phoenix(AZ) - St Louis(MO)" 1262 12281
"America West Airlines Inc." "St Louis(MO) - Phoenix(AZ)" 1262 12453
"America West Airlines Inc." "Cedar Rapids(IA) - Moline(IL)" 69 366
"America West Airlines Inc." "Phoenix(AZ) - Cedar Rapids(IA)" 1252 163
"America West Airlines Inc." "Atlanta(GA) - Las Vegas(NV)" 1747 5295
"America West Airlines Inc." "Atlanta(GA) - Phoenix(AZ)" 1587 16171
"America West Airlines Inc." "Phoenix(AZ) - Atlanta(GA)" 1587 15982
"America West Airlines Inc." "Las Vegas(NV) - Atlanta(GA)" 1747 5388
"America West Airlines Inc." "Oakland(CA) - San Jose(CA)" 30 44
"America West Airlines Inc." "Columbus(OH) - Phoenix(AZ)" 1671 19218
"America West Airlines Inc." "Arlington(VA) - Columbus(OH)" 322 9800
"America West Airlines Inc." "Columbus(OH) - Arlington(VA)" 322 9705
"America West Airlines Inc." "Phoenix(AZ) - Columbus(OH)" 1671 18579
"America West Airlines Inc." "Las Vegas(NV) - Columbus(OH)" 1772 14459
"America West Airlines Inc." "Columbus(OH) - Las Vegas(NV)" 1772 13478
"America West Airlines Inc." "Columbus(OH) - Boston(MA)" 640 9568
"America West Airlines Inc." "Boston(MA) - Columbus(OH)" 640 9630
"America West Airlines Inc." "San Francisco(CA) - Eagle(CO)" 847 15
"America West Airlines Inc." "Eagle(CO) - San Francisco(CA)" 847 14
"Midway Airlines Inc. (1)" "Chicago(IL) - Detroit(MI)" 229 2465
"Midway Airlines Inc. (1)" "Detroit(MI) - Chicago(IL)" 229 2539
"Midway Airlines Inc. (1)" "Chicago(IL) - Denver(CO)" 895 845
"Midway Airlines Inc. (1)" "Chicago(IL) - Memphis(TN)" 480 110
"Midway Airlines Inc. (1)" "Atlanta(GA) - Chicago(IL)" 590 1248
"Midway Airlines Inc. (1)" "Columbus(OH) - Chicago(IL)" 284 1238
"Midway Airlines Inc. (1)" "Chicago(IL) - Kansas City(MO)" 405 1768
"Midway Airlines Inc. (1)" "St Louis(MO) - Chicago(IL)" 251 1671
"Midway Airlines Inc. (1)" "Minneapolis(MN) - Chicago(IL)" 349 2395
"Midway Airlines Inc. (1)" "Dallas-Fort Worth(TX) - Chicago(IL)" 797 1377
"Midway Airlines Inc. (1)" "Jacksonville(FL) - Chicago(IL)" 849 7
"Midway Airlines Inc. (1)" "Chicago(IL) - Windsor Locks(CT)" 777 182
"Midway Airlines Inc. (1)" "Chicago(IL) - Jacksonville(FL)" 849 7
"Midway Airlines Inc. (1)" "Chicago(IL) - New Orleans(LA)" 825 427
"Midway Airlines Inc. (1)" "Kansas City(MO) - Chicago(IL)" 405 1797
"Midway Airlines Inc. (1)" "Chicago(IL) - Atlanta(GA)" 590 1220
"Midway Airlines Inc. (1)" "Chicago(IL) - Cleveland(OH)" 307 1771
"Midway Airlines Inc. (1)" "Des Moines(IA) - Chicago(IL)" 306 1065
"Midway Airlines Inc. (1)" "Chicago(IL) - Minneapolis(MN)" 349 2348
"Midway Airlines Inc. (1)" "Pittsburgh(PA) - Chicago(IL)" 402 275
"Midway Airlines Inc. (1)" "Windsor Locks(CT) - Chicago(IL)" 777 187
"Midway Airlines Inc. (1)" "Chicago(IL) - Columbus(OH)" 284 1217
"Midway Airlines Inc. (1)" "Chicago(IL) - St Louis(MO)" 251 1636
"Midway Airlines Inc. (1)" "Boston(MA) - Chicago(IL)" 861 1239
"Midway Airlines Inc. (1)" "Arlington(VA) - Chicago(IL)" 601 1807
"Midway Airlines Inc. (1)" "Chicago(IL) - Omaha(NE)" 423 829
"Midway Airlines Inc. (1)" "Chicago(IL) - Arlington(VA)" 601 1746
"Midway Airlines Inc. (1)" "Omaha(NE) - Chicago(IL)" 423 849
"Midway Airlines Inc. (1)" "Cleveland(OH) - Chicago(IL)" 307 1842
"Midway Airlines Inc. (1)" "Chicago(IL) - Philadelphia(PA)" 668 1915
"Midway Airlines Inc. (1)" "Philadelphia(PA) - Chicago(IL)" 668 1952
"Midway Airlines Inc. (1)" "Chicago(IL) - Dallas-Fort Worth(TX)" 797 1353
"Midway Airlines Inc. (1)" "Chicago(IL) - Pittsburgh(PA)" 402 265
"Midway Airlines Inc. (1)" "Rochester(NY) - Philadelphia(PA)" 257 14
"Midway Airlines Inc. (1)" "Chicago(IL) - Des Moines(IA)" 306 1042
"Midway Airlines Inc. (1)" "Denver(CO) - Chicago(IL)" 895 867
"Midway Airlines Inc. (1)" "New York(NY) - Chicago(IL)" 725 2425
"Midway Airlines Inc. (1)" "Chicago(IL) - New York(NY)" 725 2375
"Midway Airlines Inc. (1)" "New Orleans(LA) - Philadelphia(PA)" 1088 7
"Midway Airlines Inc. (1)" "Philadelphia(PA) - Rochester(NY)" 257 13
"Midway Airlines Inc. (1)" "Philadelphia(PA) - New Orleans(LA)" 1088 7
"Midway Airlines Inc. (1)" "Chicago(IL) - Boston(MA)" 861 1225
"Midway Airlines Inc. (1)" "Chicago(IL) - Orlando(FL)" 989 1092
"Midway Airlines Inc. (1)" "Chicago(IL) - West Palm Beach(FL)" 1128 515
"Midway Airlines Inc. (1)" "Tampa(FL) - Chicago(IL)" 997 950
"Midway Airlines Inc. (1)" "Chicago(IL) - Tampa(FL)" 997 925
"Midway Airlines Inc. (1)" "Memphis(TN) - Chicago(IL)" 480 115
"Midway Airlines Inc. (1)" "West Palm Beach(FL) - Chicago(IL)" 1128 483
"Midway Airlines Inc. (1)" "Chicago(IL) - Ft. Lauderdale(FL)" 1166 538
"Midway Airlines Inc. (1)" "New Orleans(LA) - Chicago(IL)" 825 440
"Midway Airlines Inc. (1)" "Ft. Lauderdale(FL) - Chicago(IL)" 1166 606
"Midway Airlines Inc. (1)" "Miami(FL) - Chicago(IL)" 1182 406
"Midway Airlines Inc. (1)" "Chicago(IL) - Ft. Myers(FL)" 1105 623
"Midway Airlines Inc. (1)" "Miami(FL) - Philadelphia(PA)" 1013 116
"Midway Airlines Inc. (1)" "Philadelphia(PA) - Windsor Locks(CT)" 196 21
"Midway Airlines Inc. (1)" "Philadelphia(PA) - Miami(FL)" 1013 121
"Midway Airlines Inc. (1)" "Providence(RI) - Philadelphia(PA)" 238 19
"Midway Airlines Inc. (1)" "Boston(MA) - Philadelphia(PA)" 280 33
"Midway Airlines Inc. (1)" "Philadelphia(PA) - Ft. Lauderdale(FL)" 992 200
"Midway Airlines Inc. (1)" "Columbus(OH) - Philadelphia(PA)" 405 11
"Midway Airlines Inc. (1)" "Philadelphia(PA) - Buffalo(NY)" 279 19
"Midway Airlines Inc. (1)" "Philadelphia(PA) - Orlando(FL)" 861 220
"Midway Airlines Inc. (1)" "Orlando(FL) - Philadelphia(PA)" 861 223
"Midway Airlines Inc. (1)" "Philadelphia(PA) - Providence(RI)" 238 20
"Midway Airlines Inc. (1)" "Tampa(FL) - Philadelphia(PA)" 920 215
"Midway Airlines Inc. (1)" "Las Vegas(NV) - Los Angeles(CA)" 236 6
"Midway Airlines Inc. (1)" "Philadelphia(PA) - Las Vegas(NV)" 2176 6
